Numerical Date,Average 13 Air Pressure [mbar] ,Average 13 Air Temperature [°C] ,Average 123 Water Temperature [°C] ,Average 123 Water Conductivity [mS/cm] ,Average 13 Wind Speed on X axis [m/s] ,Average 13 Wind Speed on Y axis [m/s] ,Average 123 Water Current Amplitude On X axis [cm/s] ,Average 123 Water Current Amplitude On Y axis [cm/s] ,As,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9
44378.75,1013.65,23.2,24.476001,28.10066767,-10.27366528,6.875261535,33.59884161,11.69997252,0.897817195,1,1,1,1,1,1,1,1,1,0
44378.79167,1012.8,23,24.42666733,27.96500133,-10.29341036,7.258305391,46.40008718,18.18522807,0.897817564,1,1,1,1,1,1,1,1,1,0
44378.83333,1009.8,22.1,24.3285,27.6755005,-4.58993464,2.65,12.3929377,25.10271318,0.897817236,1,1,1,1,1,1,1,1,1,0
44378.875,1012.6,21.65,24.424334,27.881667,-10.31511071,8.696407861,24.60339096,43.42436197,0.911335728,1,1,1,1,1,1,1,1,1,1
44378.91667,1012.55002,21.6000005,24.43633433,27.85733433,-10.12439092,9.801268666,21.19348329,44.03003873,0.873277262,1,1,1,1,1,1,1,1,1,0
44378.95833,1011.85,21.550001,24.448667,27.85033467,-10.37687428,8.743283515,16.34196043,43.76318277,0.88079123,1,1,1,1,1,1,1,1,1,0
44379,1011.55002,21.550001,24.40100133,27.802668,-11.19513225,6.205563139,8.987634889,30.8040624,0.913488865,1,1,1,1,1,1,1,1,1,1
44379.04167,1011.95,21.55,24.38666767,27.741335,-10.07305775,0.091597413,-1.288762603,26.13015586,0.904410508,1,1,1,1,1,1,1,1,1,1
44379.08333,1012.8,21.6000005,24.353667,27.68866767,-9.411359439,-5.431433702,-2.827588262,48.41738891,0.921661946,1,1,1,1,1,1,1,1,1,1
44379.125,1012.00002,21.5000005,24.37500033,27.69400133,-6.03933589,-2.817652499,-13.48685628,55.50357158,0.918543533,1,1,1,1,1,1,1,1,1,1
44379.16667,1010.65,21.35,24.5235015,27.73733433,0.310262382,6.807357884,-17.88962879,41.80078495,0.899429078,1,1,1,1,1,1,1,1,1,0
44379.20833,1009.85004,21.3,24.472,27.74566767,-1.932663034,8.735994414,-40.32803054,32.13867586,0.897817665,1,1,1,1,1,1,1,1,1,0
44379.25,1010.95002,21.4,24.47933433,27.780335,-2.07889412,4.48092606,-58.06260867,-7.734220239,0.861620461,1,1,1,1,1,1,1,1,1,0
44379.29167,1011.1,21.6000005,24.44633467,27.90033433,-2.578258921,7.766761601,-41.85844738,-1.874070515,0.795135064,1,1,1,1,1,1,1,1,0,0
44379.33333,1011.9,22.2000005,24.36366667,27.97400167,-3.175190375,5.325066988,-48.87172719,-28.04139801,0.7899706,1,1,1,1,1,1,1,1,0,0
44379.375,1013.25002,24.05,24.330001,28.020334,-1.562600804,-0.315791779,0.922151101,-33.10748893,0.799374959,1,1,1,1,1,1,1,1,0,0
44379.41667,1010.65002,23.85,24.43466833,27.98100033,-4.17192495,1.46171151,34.91968578,-14.25190042,0.817823786,1,1,1,1,1,1,1,1,1,0
44379.45833,1011.4,23.45,24.561,27.935334,-6.031107559,4.10370541,39.95615611,-6.211335154,0.809067607,1,1,1,1,1,1,1,1,1,0
44379.5,1011.8,24.3,24.477001,27.964667,-3.668304669,2.406912626,45.78081258,2.81426929,0.808872706,1,1,1,1,1,1,1,1,1,0
44379.54167,1015.9,24.6,24.6120015,28.114501,-1.816979036,0.555506239,52.74341298,2.074311942,0.40434439,1,1,1,1,1,0,0,0,0,0
44379.58333,1011.25,24.4000005,24.61433433,27.98766733,-3.022078411,1.44138493,47.03090486,37.5581494,0.394802907,1,1,1,1,0,0,0,0,0,0
44379.625,1011.8,25.65,24.66433533,28.022334,-2.844620225,0.145072061,37.2472376,50.85798223,0.44902605,1,1,1,1,1,0,0,0,0,0
44379.66667,1010.2,24.85,24.600668,27.95066733,4.633158335,-3.485479214,39.97865963,57.10692456,0.387735529,1,1,1,1,0,0,0,0,0,0
44379.70833,1011.2,23.9000005,24.86,28.07900167,6.242772647,-1.881997675,21.47235743,53.06176757,0.526958062,1,1,1,1,1,1,0,0,0,0
44379.75,1011,23.5,24.94433467,28.17400067,6.485097833,-0.174303904,-4.43723757,59.87361257,0.546241488,1,1,1,1,1,1,0,0,0,0
44379.79167,1011.25,23.4,25.02533467,28.189335,6.033133974,0.979466673,-20.40823405,55.02508975,0.5287729,1,1,1,1,1,1,0,0,0,0
44379.83333,1010.75002,22.5,25.06333467,28.074335,5.323039883,1.364281041,-38.23567875,56.25646152,0.359787134,1,1,1,1,0,0,0,0,0,0
44379.875,1011.00002,21.9,25.13500067,28.212668,4.543705409,1.517182785,-57.6705345,47.30406096,0.604562736,1,1,1,1,1,1,1,0,0,0
44379.91667,1012.1,21.9000005,24.953335,28.37733433,4.696588775,-1.504537558,-54.04134037,26.70810047,0.595766687,1,1,1,1,1,1,0,0,0,0
44379.95833,1011.55002,21.8,24.95233467,28.323002,4.7494533,-4.129899914,-51.83558389,5.219586612,0.563839496,1,1,1,1,1,1,0,0,0,0
44380,1011.05,21.65,24.82066767,28.167001,7.39602932,-6.650872674,-49.78917013,-6.068478298,0.503861298,1,1,1,1,1,1,0,0,0,0
44380.04167,1011.15,21.4000005,24.74100067,28.09833467,7.152820353,-6.398183405,-43.45426551,-19.35442001,0.375623665,1,1,1,1,0,0,0,0,0,0
44380.08333,1010.85,21.15,24.74400133,28.383502,8.118022212,-3.900524718,-25.43207959,-15.22648608,0.401259402,1,1,1,1,1,0,0,0,0,0
44380.125,1010.65,20.9,24.691002,28.04466733,8.591340908,-3.110300285,-20.69003521,-27.88274675,0.405124298,1,1,1,1,1,0,0,0,0,0
44380.16667,1010.8,20.75,24.63333433,27.976001,8.369574461,-3.722453574,-11.04978572,-37.27856508,0.521123069,1,1,1,1,1,1,0,0,0,0
44380.20833,1010.6,20.4500005,24.56100067,27.90100167,9.338009265,-3.785602759,14.56337008,-24.0828913,0.441227093,1,1,1,1,1,0,0,0,0,0
44380.25,1011.35,21,24.49366733,27.84166867,9.864122617,-3.168391336,19.77371565,-32.1431297,0.503698929,1,1,1,1,1,1,0,0,0,0
44380.29167,1011.1,22.1,24.45900033,27.84833433,8.801943538,-4.05441866,24.89431443,-18.18958093,0.412447291,1,1,1,1,1,0,0,0,0,0
44380.33333,1011.15002,22.0000005,24.49000067,27.90900067,9.357819026,-4.975640636,19.59451124,-10.10255278,0.445294978,1,1,1,1,1,0,0,0,0,0
44380.375,1011.25,21.7000005,24.52400133,27.947668,10.85527832,-5.767901242,19.74252903,-2.309100487,0.44852908,1,1,1,1,1,0,0,0,0,0
44380.41667,1011.05002,21.7,24.56433367,27.948668,10.2359848,-5.861992524,23.53470986,4.541483519,0.453729654,1,1,1,1,1,0,0,0,0,0
44380.45833,1011.75002,21.7,24.64866733,27.99600133,8.418466197,-3.078000789,12.56611499,24.67930272,0.465999615,1,1,1,1,1,0,0,0,0,0
44380.5,1011.80002,22.25,24.75766733,28.050667,6.936639178,-2.926586252,-6.4533336,24.02755809,0.45492939,1,1,1,1,1,0,0,0,0,0
44380.54167,1014.5,21.9,25.047002,28.315001,3.486681443,-0.3050451,-12.24778305,9.498600435,0.45492939,1,1,1,1,1,0,0,0,0,0
44380.58333,1011.90002,21.9000005,24.92100133,28.09266767,6.379724439,-4.191641001,-17.65380718,16.09000855,0.466251133,1,1,1,1,1,0,0,0,0,0
44380.625,1012.05002,22.1,25.032501,28.433,6.703105217,-3.3524192,-16.29558629,-3.413427528,0.46576086,1,1,1,1,1,0,0,0,0,0
44380.66667,1011.85,22.45,24.98300067,28.17400033,5.799236108,-3.163284429,-34.70185344,-3.655256299,0.426742459,1,1,1,1,1,0,0,0,0,0
44380.70833,1006,22.300001,24.8890005,27.9800015,2.998550177,-2.796193276,-21.44603256,4.412671096,0.433544071,1,1,1,1,1,0,0,0,0,0
44380.75,1009.4,23.65,25.05700067,28.15633533,3.788219168,-3.904800814,-17.73442304,-13.0351352,0.452543659,1,1,1,1,1,0,0,0,0,0
44380.79167,1010.1,22.2,25.0580015,28.1360015,2.355071585,-5.730082359,0.748888573,-19.08897461,0.463479868,1,1,1,1,1,0,0,0,0,0
44380.83333,1009.70002,22.2000005,24.918001,28.17233533,2.563459265,-8.167068581,7.854722872,-24.81968502,0.463143794,1,1,1,1,1,0,0,0,0,0
44380.875,1010.35004,21.8,24.94966733,28.15600133,2.832332442,-7.205466759,15.32106631,-26.17225823,0.442362548,1,1,1,1,1,0,0,0,0,0
44380.91667,1010.7,21.65,24.879668,28.12433367,4.03642642,-9.795043755,22.68857602,-22.58573298,0.441150875,1,1,1,1,1,0,0,0,0,0
44380.95833,1010.5,21.65,24.85200067,28.09266767,6.360248506,-11.33739784,19.41188358,-10.23408771,0.460054725,1,1,1,1,1,0,0,0,0,0
44381,1010.3,21.75,24.82400133,28.132335,7.936096889,-11.03266582,12.56834863,10.9991584,0.459776063,1,1,1,1,1,0,0,0,0,0
44381.04167,1009.90002,22,24.79533433,28.04766833,10.26559727,-8.912674116,4.793298902,29.28287478,0.451946749,1,1,1,1,1,0,0,0,0,0
44381.08333,1009.25,22.050001,24.78100133,28.06900067,15.24865979,-5.149055979,4.532524737,43.23855122,0.441127371,1,1,1,1,1,0,0,0,0,0
44381.125,1008.90002,21.65,24.773,28.159335,15.44971529,-2.143117609,-21.30759755,43.48379347,0.442811161,1,1,1,1,1,0,0,0,0,0
44381.16667,1009.25,21.45,24.632,27.9720005,14.96982856,-2.621863034,-46.10124358,34.72535087,0.451351408,1,1,1,1,1,0,0,0,0,0
44381.20833,1008.5,21.1,24.45966767,27.97366833,14.34986877,-1.139862322,-65.85612432,31.60994839,0.451426567,1,1,1,1,1,0,0,0,0,0
44381.25,1008.35,21.1,24.36866733,28.02633367,12.90098156,-2.274791127,-79.92961056,11.15451793,0.406828143,1,1,1,1,1,0,0,0,0,0
44381.29167,1008.55,21.1000005,24.285668,27.95733433,11.56320976,-5.982211606,-78.87694289,-4.232587621,0.33423486,1,1,1,1,0,0,0,0,0,0
44381.33333,1008.40002,20.6,24.232335,27.946334,12.56287357,-8.490593545,-67.25246064,-20.77102193,0.322267753,1,1,1,1,0,0,0,0,0,0
44381.375,1009.45,20.9,24.211001,27.96833367,12.87335586,-9.056579788,-60.93672229,-22.70373342,0.361388474,1,1,1,1,0,0,0,0,0,0
44381.41667,1009,20.9000005,24.23200167,27.96166767,13.34313752,-9.357879292,-49.91718555,-38.40747344,0.222156253,1,1,1,0,0,0,0,0,0,0
44381.45833,1009.65,20.65,24.22400067,27.91400133,13.43418718,-7.627668983,-34.16644021,-28.52184376,0.217595981,1,1,1,0,0,0,0,0,0,0
44381.5,1009.35,20.55,24.17166767,27.87033467,13.96909428,-10.55118451,-22.12663536,-21.94018001,0.218829856,1,1,1,0,0,0,0,0,0,0
44381.54167,1009.40002,21.2,24.10766667,27.832334,13.26091989,-9.747614573,-19.022981,-6.607919489,0.206257448,1,1,1,0,0,0,0,0,0,0
44381.58333,1010.55002,21.65,24.05300033,27.79766767,12.61768133,-9.822582541,0.665510629,3.954020464,0.26132827,1,1,1,0,0,0,0,0,0,0
44381.625,1009.1,22.15,24.04033367,27.786668,12.43977238,-9.87832097,-11.80298167,1.4025348,0.261198209,1,1,1,0,0,0,0,0,0,0
44381.66667,1008.50002,22.25,24.006001,27.76700033,10.23803849,-11.45389321,-6.968074678,11.50615509,0.358704045,1,1,1,1,0,0,0,0,0,0
44381.70833,1004.3,22.6,24.117501,27.341,4.264383688,-4.905612271,-11.58227018,0.932279288,0.36060845,1,1,1,1,0,0,0,0,0,0
44381.75,1008.50002,22.6,24.104502,27.76800067,7.447466712,-10.03386804,-23.15285676,15.9615758,0.362312691,1,1,1,1,0,0,0,0,0,0
44381.79167,1008.6,22.7000005,23.97500067,27.74666733,4.872470086,-10.00498545,-17.23831546,7.402009102,0.363948914,1,1,1,1,0,0,0,0,0,0
44381.83333,1008.30002,22.4000005,23.99700067,27.778001,5.742653369,-10.36335774,-29.18933034,7.677783829,0.366953302,1,1,1,1,0,0,0,0,0,0
44381.875,1011.7,21.5,24.152501,28.220001,-1.330634821,-6.260144645,-19.29447007,2.263388786,0.369733932,1,1,1,1,0,0,0,0,0,0
44381.91667,1009.4,20.75,24.023,27.73833533,3.64360343,-5.853336337,-28.68242378,6.353503846,0.372751012,1,1,1,1,0,0,0,0,0,0
44381.95833,1008.85,20.9,24.021667,27.62766767,5.249799058,-6.957134934,-26.751327,13.38896778,0.381991456,1,1,1,1,0,0,0,0,0,0
44382,1008.75002,20.550001,24.022001,27.57166767,12.59293541,-3.750979819,-28.44607885,8.75587115,0.405751519,1,1,1,1,1,0,0,0,0,0
44382.04167,1005.60004,19.800001,24.0040015,26.9045005,3.774935264,-1.841158948,-20.72367152,16.29306067,0.423009711,1,1,1,1,1,0,0,0,0,0
44382.08333,1007.75,20.65,24.008001,27.499668,7.849090062,-7.57687163,-18.36342264,0.574294649,0.285710513,1,1,1,0,0,0,0,0,0,0
44382.125,1007.35,20.85,23.99033467,27.8210005,8.308436969,-9.595000385,-20.35643591,-13.14987512,0.284393177,1,1,1,0,0,0,0,0,0,0
44382.16667,1007.05,20.85,23.96066767,27.50466767,10.16156894,-10.33675298,-10.43134294,-5.802940623,0.277704741,1,1,1,0,0,0,0,0,0,0
44382.20833,1007.40002,20.6,23.7455,27.798001,10.06456717,-9.909704954,5.542913926,8.918771186,0.413557822,1,1,1,1,1,0,0,0,0,0
44382.25,1006.95,20.3500005,23.706001,27.764002,8.731742252,-9.754954348,-2.64512748,14.99947367,0.416470229,1,1,1,1,1,0,0,0,0,0
44382.29167,1007.55002,20.4500005,23.85166767,27.56300033,10.17276402,-10.74267353,-1.359061829,7.204426761,0.195192823,1,1,0,0,0,0,0,0,0,0
44382.33333,1007.2,20.7500005,23.835001,27.580001,9.880064786,-11.8232764,-14.55443781,15.11690768,0.184478096,1,1,0,0,0,0,0,0,0,0
44382.375,1007.75,19.7,23.84233467,27.601668,12.49762197,-10.30676825,-18.10781348,24.7071197,0.184611179,1,1,0,0,0,0,0,0,0,0
44382.41667,1007.65,20.3,23.834501,27.64266733,10.67242607,-8.447052155,-37.82506297,17.30324643,0.185506119,1,1,0,0,0,0,0,0,0,0
44382.45833,1010.2,19.800001,24.116001,27.9520015,5.959822803,-1.708951689,-18.76159007,11.42564278,0.18686264,1,1,0,0,0,0,0,0,0,0
44382.5,1007.75002,20.9,24.01566733,27.631668,8.916953974,-10.11755408,-43.32977711,21.0777185,0.190467136,1,1,0,0,0,0,0,0,0,0
44382.54167,1008,21.1,24.11333333,27.61233433,8.418796508,-10.92858888,-59.37949922,12.51746948,0.208571765,1,1,1,0,0,0,0,0,0,0
44382.58333,1007.9,20.9,24.18233533,27.575668,9.540716919,-9.691273641,-40.61004912,2.122091118,0.215091578,1,1,1,0,0,0,0,0,0,0
44382.625,1008.05002,21.15,24.23000133,27.60100167,6.268760369,-10.69029388,-42.1349783,4.24352175,0.200254026,1,1,1,0,0,0,0,0,0,0
44382.66667,1007.65002,20.7,24.213667,27.580334,7.743528294,-11.1087734,-32.58171774,7.914098677,0.384672981,1,1,1,1,0,0,0,0,0,0
44382.70833,1007.1,20.55,24.16400133,27.521,6.51873027,-12.59438385,-33.2859652,8.414544257,0.399018519,1,1,1,1,0,0,0,0,0,0
44382.75,1007.05002,20.4,24.11533367,27.48700133,5.562920337,-12.86136367,-5.506546889,2.868492947,0.37575991,1,1,1,1,0,0,0,0,0,0
44382.79167,1007.25,19.95,24.07633433,27.477334,2.944650486,-13.80248121,-2.589398772,24.10335189,0.230483059,1,1,1,0,0,0,0,0,0,0
44382.83333,1007.8,20.15,24.043334,27.485667,7.380923798,-13.73282307,-3.555558326,27.60853909,0.261369977,1,1,1,0,0,0,0,0,0,0
44382.875,1007.20002,19.75,23.99566767,27.433001,7.316928553,-11.56333584,-14.89484219,41.79451884,0.212486118,1,1,1,0,0,0,0,0,0,0
44382.91667,1007.00002,19.300001,23.962334,27.393335,5.754222993,-11.03449291,-20.94539117,37.5028956,0.220424919,1,1,1,0,0,0,0,0,0,0
44382.95833,1009.2,19.4500005,23.7700015,27.358002,6.365527556,-8.534018648,-34.21496471,28.28414983,0.180378925,1,1,0,0,0,0,0,0,0,0
44383,1007.5,20.1000005,24.00466767,27.34366767,10.35281782,-4.90308937,-40.50497374,27.59827143,0.172427569,1,1,0,0,0,0,0,0,0,0
44383.04167,1003.7,20.300001,24.081001,26.614501,2.628292582,-1.225592959,-30.24858639,20.20881925,0.193303828,1,1,0,0,0,0,0,0,0,0
44383.08333,1006.45,20.25,24.02100167,27.22433367,8.957612194,-2.144645321,-42.59642004,14.33525718,0.169486062,1,1,0,0,0,0,0,0,0,0
44383.125,1006.00002,20.25,23.98833433,27.19200133,12.32199638,-1.351221541,-43.13428577,10.37723873,0.211662434,1,1,1,0,0,0,0,0,0,0
44383.16667,1006.00002,20.1000005,23.95000133,27.21600133,12.96425544,-4.404455786,-37.64326292,-0.279064618,0.209144437,1,1,1,0,0,0,0,0,0,0
44383.20833,1005.90002,19.800001,23.920335,27.21133467,14.15483938,-3.400107508,-36.7271163,-7.708714982,0.21179564,1,1,1,0,0,0,0,0,0,0
44383.25,1006.15,20.0000005,23.91566733,27.308001,14.61602151,-4.627674005,-35.77726107,-13.51582871,0.22272828,1,1,1,0,0,0,0,0,0,0
44383.29167,1006.85004,20.2,23.905334,27.390335,15.12762622,-2.2864269,-26.50229785,-2.991321572,0.447647233,1,1,1,1,1,0,0,0,0,0
44383.33333,1006.70002,20.05,23.873667,27.463334,15.28625075,-3.570305451,-32.12997665,-8.316173804,0.498182705,1,1,1,1,1,0,0,0,0,0
44383.375,1007.35,19.9000005,23.843334,27.52600067,13.80876395,-3.169722062,-39.6530999,-5.149893745,0.414616677,1,1,1,1,1,0,0,0,0,0
44383.41667,1007.50002,20.6500005,23.79900167,27.57700133,15.47279889,-0.744494987,-32.00282104,-8.635238146,0.426094935,1,1,1,1,1,0,0,0,0,0
44383.45833,1008.45,21,23.763334,27.62766733,16.09434982,-0.403113375,-39.13092388,-7.442691939,0.404145053,1,1,1,1,1,0,0,0,0,0
44383.5,1008.55002,21.35,23.815001,27.660335,16.24771078,-0.644161455,-31.79480965,-11.74688491,0.390793115,1,1,1,1,0,0,0,0,0,0
44383.54167,1008.50002,21.35,23.71466733,27.58766767,16.85535223,0.668703202,-20.73958378,-8.496059089,0.299631806,1,1,1,0,0,0,0,0,0,0
44383.58333,1009.5,21.4500005,23.735334,27.62800133,15.83510587,1.408167042,-29.0372077,5.120722328,0.334705972,1,1,1,1,0,0,0,0,0,0
44383.625,1009.8,21.7000005,23.79633467,27.68633433,15.46978454,1.599921596,-30.5835408,2.347424113,0.333155873,1,1,1,1,0,0,0,0,0,0
44383.66667,1010,21.9,23.84066733,27.74033467,12.04811415,1.60225678,-20.86593915,-8.735314178,0.324647432,1,1,1,1,0,0,0,0,0,0
44383.70833,1010.05002,22,23.89300067,27.78500067,12.45743333,2.34809905,-31.40144286,-17.2575765,0.295493705,1,1,1,0,0,0,0,0,0,0
44383.75,1009.95,22.15,23.93533433,27.83466867,10.06649478,0.703917887,-21.45913001,-18.20947481,0.292879824,1,1,1,0,0,0,0,0,0,0
44383.79167,1010.4,22.05,23.954668,27.84833433,8.075838912,-2.204619159,-11.09622661,-12.33651062,0.406520217,1,1,1,1,1,0,0,0,0,0
44383.83333,1010.85,21.5,23.7605005,27.84733467,6.189009089,-3.474504335,5.969609908,-19.79685603,0.366240105,1,1,1,1,0,0,0,0,0,0
44383.875,1011.65002,21.15,23.904001,27.85633467,7.674258879,-7.311472684,19.58815862,-18.15061209,0.400417616,1,1,1,1,1,0,0,0,0,0
44383.91667,1012.05,20.85,23.857667,27.84266767,8.136286061,-8.653675416,27.34785553,5.196904991,0.355769352,1,1,1,1,0,0,0,0,0,0
44383.95833,1011.7,21.05,23.81900033,27.826002,9.105516293,-8.557811071,17.98739083,14.38062894,0.26086138,1,1,1,0,0,0,0,0,0,0
44384,1011.65,21,23.777335,27.81966667,11.3544483,-9.017240236,7.552132536,23.49455654,0.262926034,1,1,1,0,0,0,0,0,0,0
44384.04167,1011.65,21.2,23.73033367,27.85466833,9.785923891,-7.505106399,-0.744237363,26.67054129,0.310975108,1,1,1,1,0,0,0,0,0,0
44384.08333,1011.3,21.2000005,23.71100167,27.839001,12.30847402,-5.365222625,-17.4744696,35.0290563,0.346015733,1,1,1,1,0,0,0,0,0,0
44384.125,1011.45002,21,23.684,27.806335,14.82876368,-3.28745776,-36.32458594,44.29622797,0.336925263,1,1,1,1,0,0,0,0,0,0
44384.16667,1011.1,20.8500005,23.68066767,27.78500133,15.36989173,-0.798512415,-58.70187609,40.59415429,0.439184519,1,1,1,1,1,0,0,0,0,0
44384.20833,1015.2,20.800001,23.888501,28.08,7.531736819,-1.600920082,-46.41222288,27.80490924,0.30788274,1,1,1,1,0,0,0,0,0,0
44384.25,1011.75002,20.6500005,23.62000133,27.683001,14.93004019,-1.441106121,-96.33255914,9.925801721,0.318616573,1,1,1,1,0,0,0,0,0,0
44384.29167,1012.2,20.55,23.595668,27.69733467,15.79374208,-1.939227686,-96.56886129,-4.780481041,0.343001607,1,1,1,1,0,0,0,0,0,0
44384.33333,1012.5,20.5,23.43733333,27.56200167,14.77901891,1.582626013,-107.7095768,-12.53689798,0.356217465,1,1,1,1,0,0,0,0,0,0
44384.375,1015.7,20.1,23.6705005,27.8820005,9.552635204,-1.684387323,-65.4163556,-16.84653983,0.367375753,1,1,1,1,0,0,0,0,0,0
44384.41667,1013.95002,21.2,23.40533367,27.55533467,16.39900113,2.047051576,-92.60900353,-43.02503988,0.374228007,1,1,1,1,0,0,0,0,0,0
44384.45833,1014.85,21.35,23.41266733,27.515001,16.14205662,2.904406242,-83.17385064,-53.64846302,0.374631026,1,1,1,1,0,0,0,0,0,0
44384.5,1015.15002,21.4500005,23.412334,27.53133433,16.63909402,3.808776954,-55.57423445,-55.07157028,0.394914398,1,1,1,1,0,0,0,0,0,0
44384.54167,1020.60004,21.1,23.4680015,27.844002,8.932807369,1.736361858,-29.91231989,-37.11062285,0.417225286,1,1,1,1,1,0,0,0,0,0
44384.58333,1016.25,21.55,23.477001,27.65733533,15.15659521,4.150350117,-8.30609608,-71.53128712,0.425120786,1,1,1,1,1,0,0,0,0,0
44384.625,1017.2,21.6500005,23.51133467,27.743335,13.95135129,5.150819387,16.70796298,-53.64005016,0.393918035,1,1,1,1,0,0,0,0,0,0
44384.66667,1017.65,21.4,23.58166833,27.816667,13.63478153,4.601494178,19.12776758,-35.09584654,0.378223215,1,1,1,1,0,0,0,0,0,0
44384.70833,1018.05002,21.1,23.608334,27.81900133,14.77418101,5.585322791,30.87487777,-10.56460053,0.377978589,1,1,1,1,0,0,0,0,0,0
44384.75,1017.95,21.4000005,23.594334,27.786001,12.0809707,6.235834721,23.95361027,2.927391256,0.402245602,1,1,1,1,1,0,0,0,0,0
44384.79167,1018.15002,21.35,23.59933467,27.77033467,9.542212095,7.930992502,13.7388161,17.61430935,0.417107727,1,1,1,1,1,0,0,0,0,0
44384.83333,1018.15002,20.9,23.603,27.763335,8.246749698,6.168480789,29.86983971,25.70367219,0.409419086,1,1,1,1,1,0,0,0,0,0
44384.875,1019.00002,20.4500005,23.56766667,27.73933533,8.816811732,4.726686395,1.876493515,24.57879844,0.402905738,1,1,1,1,1,0,0,0,0,0
44384.91667,1020.20002,20.5000005,23.548668,27.72933533,8.623490394,2.63977663,8.124095674,42.13206319,0.439970539,1,1,1,1,1,0,0,0,0,0
44384.95833,1019.75,20.4,23.54600133,27.73166767,9.14891513,2.154458484,-4.860061623,37.80165152,0.485637678,1,1,1,1,1,0,0,0,0,0
44385,1019.85,20.45,23.48966767,27.706667,8.68275639,1.719369428,-17.76990001,36.85163686,0.50587948,1,1,1,1,1,1,0,0,0,0
44385.04167,1019.85,20.4,23.434001,27.66600067,7.960324985,0.555190768,-34.180514,28.97119013,0.426223814,1,1,1,1,1,0,0,0,0,0
44385.08333,1020,20.4,23.40500133,27.61966867,8.281595696,2.364820986,-41.53474106,11.74700981,0.528182914,1,1,1,1,1,1,0,0,0,0
44385.125,1019.95002,20.3,23.421501,27.604001,9.545849928,0.837006922,-37.25325587,-1.737483194,0.47510439,1,1,1,1,1,0,0,0,0,0
44385.16667,1019.9,20.4,23.3985,27.59666833,8.862806733,2.341899154,-34.62836189,-15.28981878,0.462916449,1,1,1,1,1,0,0,0,0,0
44385.20833,1019.75002,20.4000005,23.402334,27.65866767,8.497095804,3.860401623,-35.55490611,-25.46132462,0.452655665,1,1,1,1,1,0,0,0,0,0
44385.25,1020.65,20.55,23.44433367,27.69266733,8.069014828,1.674934658,-21.26895317,-39.3167819,0.612912613,1,1,1,1,1,1,1,0,0,0
44385.29167,1027.7001,20.7,23.4765,27.989502,4.19936062,-0.073300112,8.816235028,-23.05995606,0.689601732,1,1,1,1,1,1,1,0,0,0
44385.33333,1022.10002,19.9,23.477668,27.713,4.767064505,5.511321483,14.88810894,-36.61524434,0.714513808,1,1,1,1,1,1,1,1,0,0
44385.375,1023.1,21.75,23.50200033,27.72933433,3.321697409,6.869741426,26.95510946,-11.83683705,0.72611075,1,1,1,1,1,1,1,1,0,0
44385.41667,1018.60004,21.9000005,23.57800033,27.75933433,4.939262524,6.047862068,19.23822216,11.29895335,0.738662508,1,1,1,1,1,1,1,1,0,0
44385.45833,1023.2,21.75,23.61766733,27.78266833,4.421857356,6.822590209,30.24610234,7.45717328,0.760228275,1,1,1,1,1,1,1,1,0,0
44385.5,1022.70002,22.4,23.639,27.79800167,4.405110498,4.732496631,29.08481866,25.13903694,0.789216237,1,1,1,1,1,1,1,1,0,0
44385.54167,1024.45005,22.95,23.73033367,27.86600067,6.27791724,3.271820898,22.95568105,22.78518693,0.777442102,1,1,1,1,1,1,1,1,0,0
44385.58333,1023,22.65,23.81733533,27.91333433,9.061009227,3.118003084,17.69807751,10.15128965,0.76185689,1,1,1,1,1,1,1,1,0,0
44385.625,1023.15,22.3,23.95133467,27.98966833,9.863562439,3.571535721,8.194410732,23.90569226,0.709780255,1,1,1,1,1,1,1,1,0,0
44385.66667,1027.7001,21.9,23.971501,28.3045,5.891231062,2.500679222,-0.817360316,9.671510541,0.66536452,1,1,1,1,1,1,1,0,0,0
44385.70833,1023.05,22.3,24.023667,28.01233467,10.6537821,3.601404703,-24.24529827,23.45602772,0.607614877,1,1,1,1,1,1,1,0,0,0
44385.75,1023.05005,22.05,24.02900133,28.01300067,11.4017238,4.482836244,-43.40620714,16.47641612,0.722414822,1,1,1,1,1,1,1,1,0,0
44385.79167,1022.75,21.85,24.00766733,28.00200133,9.645614809,1.648680065,-50.24258217,6.983168348,0.707380825,1,1,1,1,1,1,1,1,0,0
44385.83333,1022.45,21.75,23.952334,27.97266833,8.959720063,1.060242394,-50.06406384,-3.218713581,0.747228609,1,1,1,1,1,1,1,1,0,0
44385.875,1023.1,21.4500005,23.91600067,27.95766833,9.607197362,1.521630577,-59.27279581,-16.94442231,0.689312994,1,1,1,1,1,1,1,0,0,0
44385.91667,1023.75005,21.4000005,23.91966733,27.96766867,9.821417216,2.147903895,-52.80931623,-40.00104928,0.6830548,1,1,1,1,1,1,1,0,0,0
44385.95833,1027.6,21.1,23.9605015,28.2555015,4.374859975,1.421478174,-27.46263387,-37.607742,0.682476886,1,1,1,1,1,1,1,0,0,0
44386,1023.15,21.55,23.84800133,27.903668,9.313209247,4.021356132,-1.143830186,-59.63381491,0.670763379,1,1,1,1,1,1,1,0,0,0
44386.04167,1023.1,21.65,23.640001,27.861002,7.768829834,4.113042797,9.688374347,-35.8625608,0.682559498,1,1,1,1,1,1,1,0,0,0
